text;id;referierte_Figur
Ick wihr oak dissen Summer mit Agnessen (se heet Agnes) in Berlin, un doa wihrn wi joa tosamen in 'n Zirkus.;457813;Agnes
Sie möchten nur, ganz wie Rex, wenn auch aus einem andern Motiv, dem armen Lorenzen was am Zeug flicken, bloß weil Sie herausfühlen: ›Das ist eine lautere Persönlichkeit.;137999;Lorenzen
Natürlich soll sie hierbleiben. Ich freue mich, wenn ich das Kind sehe. Du hast ja ein gutes Gesicht, Engelke, aber ich will doch auch mal was andres sehn als dich. Wie das lütte Balg da so saß, so steif wie 'ne Prinzeß, hab ich immer hingekuckt und ihr wohl 'ne Viertelstunde zugesehn, wie da die Stricknadeln immer so hin und her gingen und der rote Strumpf neben ihr baumelte.;721904;Agnes
Ist er mit Torgelow noch zufrieden? Oder sieht er, daß sie da auch mit Wasser kochen?;639962;Torgelow
Vielleicht später mal mein Woldemar. Der hat, wie Sie wissen, 'ne reiche Partie gemacht, und wer viel erheiratet, der braucht auch viel. Man denkt immer, ›dann hört es auf‹, aber das ist falsch, dann fängt es erst recht an. Unter allen Umständen seien Sie bedankt, daß Sie mal haben sehen wollen, wie's mit mir steht. Ich kann leider nur wiederholen, schlecht genug. Aber eine Weile dauert es wohl noch. Und wenn auch nicht, mit meinem Sohne wird sich, denk ich, geradeso wie zwischen uns zwei beiden, alles glatt abwickeln, glatter noch, und vielleicht können Sie gemeinschaftlich mal was Nettes herauswirtschaften, was Ordentliches, was Großes, was sich sehen lassen kann. Das heißt dann neue Zeit.;640765;Woldemar
war ja natürlich bloß ein Hauslehrer, Hauslehrer bei Lillis jüngstem Bruder. Und eines Tages waren beide weg, der Kandidat und Lilli. Selbstverständlich nach England. Es kann einer noch so dumm sein, aber von Gretna Green hat er doch mal gehört oder gelesen. Und da wollten sie denn auch beide hin. Und sind auch. Aber ich glaube, der Gretna Greensche darf nicht mehr trauen. Und so nahmen sie denn Lodgings in London, ganz ohne Trauung. Und es ging auch so, bis ihnen das kleine Geld ausging.;395033;die schöne Lilli
Ja, Göhre;763301;Paul Göhre
Merkwürdig, wie der Zufall spielt. Das Leben macht doch immer die besten Witze.;763333;Paul Göhre
Das ist die Schwester des Alten?;582015;Adelheid
zu den besonderen Lieblingen Friedrich Wilhelms IV. ;76676;Friedrich Wilhelm IV.
Lizzi hat Ihnen ganz recht berichtet, der richtige London fog;459254;Lizzi
Lorenzen erklärt ihn außerdem noch für einen richtigen Revolutionär, der gleich mitrumort, wenn irgendwo was los ist.;100901;Lorenzen
Ja, das ist er auch. Aber nebenher, oder vielleicht noch darüber hinaus, ist er Offizier, und sogar in unsrer Dragonerbrigade.;194144;Rex
"Aber ehe er zuschlagen konnte, kam Engelke und fragte, ob Uncke den gnädigen Herrn sprechen dürfe.
";736737;Uncke
Ihr Herr Sohn;592381;Woldemar
wovon ich mich persönlich überzeugen konnte, wohnt sehr hübsch.;592413;Woldemar
 Selbst Koseleger schien mir voll Zuversicht und Vertrauen, als er am Donnerstag noch mit mir plauderte.;361371;Koseleger
"Richtig; so wirkt er auch. Und nun gar erst die Frau!";84911;Frau Gundermann
"Richtig; so wirkt er auch. Und nun gar erst die Frau!";84911;Herr Gundermann
Außerdem sind Sie Fridericus-Rex-Mann, was ich Ihnen eigentlich am höchsten anrechne, denn die Fridericus-Rex-Leute, die haben alle Herz und Verstand auf dem rechten Fleck.;691808;Friedrich II.
einen Namensvetter von Ihnen, oder vielleicht war es auch Ihr älterer Herr Bruder, den hab ich noch von einer Einquartierung in der Priegnitz her ganz deutlich in Erinnerung, trotzdem es schon an die zwanzig Jahre ist oder mehr. Denn ich war damals noch blutjung und tanzte mit Ihrem Herrn Vetter einen richtigen Radowa, der um jene Zeit noch in Mode war, aber schon nicht mehr so recht. Und ich hab auch noch den Namenszug und einen kleinen Vers von ihm in meinem Album. ›Jegor von Baczko, Secondelieutenant im Regiment Alexander.‹ ;167755;Jegor von Baczko
Sehr gut;341634;Krippenstapel
Wissen Sie, Lorenzen, das Bild hier ruft mir eine schöne Stunde meines Lebens zurück, einen Reisetag, wo ich mit Großfürstin Wera vom Haag aus in Antwerpen war. Da sah ich das Bild in der Kathedrale;343484;Großfürstin Wera vom Haag
Aber er is doch ein Superintendent.;735460;Koseleger
Da war also, und es ist noch gar nicht lange her, ein König von Siam. Die Siamesen haben nämlich auch Könige.;399134;König von Siam
Eine nette Dame?;155555;Schmargendorf
"Ach, gnäd'ger Herr, den nich. Un er soll ja auch so zweideutig sein. Uncke hat es mir gesagt; Uncke hat freilich immer das Wort ›zweideutig‹. Aber es wird wohl stimmen. Un dann die Frau Gundermann. Das is 'ne richtige Berlinsche. Verlaß is auf ihm nich und auf ihr nich.";504835;Frau Gundermann
"Ach, gnäd'ger Herr, den nich. Un er soll ja auch so zweideutig sein. Uncke hat es mir gesagt; Uncke hat freilich immer das Wort ›zweideutig‹. Aber es wird wohl stimmen. Un dann die Frau Gundermann. Das is 'ne richtige Berlinsche. Verlaß is auf ihm nich und auf ihr nich.";504835;Herr Gundermann
Ja, das tu. So 'ne alte Hexe kann es immer noch am besten.;754786;Buschen
Sonderbare Worte für einen Geistlichen;97245;Lorenzen
für einen Mann, der doch die durch Gott gegebenen Ordnungen kennen sollte.;97298;Lorenzen
Und die Tante wird sich damit aussöhnen müssen, auch wenn sie, wie beinah gewiß, über ihr Herzblatt bereits anders verfügt haben sollte.;206989;Adelheid
schon längst in das gegnerische Lager, in dem ich und Oberlehrer Tucheband stehn, übergegangen, wenn er nicht an meiner wissenschaftlichen Ereiferung seine beständige Freude hätte. Tucheband, einer unsrer Besten und ein Mann, der nicht leicht vorbeischießt, hat auch in dieser Frage gleich das Richtige getroffen. Er hat nämlich den Ort in Erwägung gezogen, von wo diese Wetterfahne stammt.;563781;Tucheband
 wie ging das heute Schlag auf Schlag, als ich den kurzgeschornen Schwarzkopp ins Examen nahm;124768;Schuljunge
"Krippenstapel aber fuhr in seinem Berichte fort und erzählte von Kluckhuhn, von Uncke, von Elfriede; Sponholz werde in der nächsten Woche zurückerwartet";783970;Dr. Sponholz
"Krippenstapel aber fuhr in seinem Berichte fort und erzählte von Kluckhuhn, von Uncke, von Elfriede; Sponholz werde in der nächsten Woche zurückerwartet";783970;Elfriede
"Krippenstapel aber fuhr in seinem Berichte fort und erzählte von Kluckhuhn, von Uncke, von Elfriede; Sponholz werde in der nächsten Woche zurückerwartet";783970;Kluckhuhn
"Krippenstapel aber fuhr in seinem Berichte fort und erzählte von Kluckhuhn, von Uncke, von Elfriede; Sponholz werde in der nächsten Woche zurückerwartet";783970;Uncke
Und so brech ich denn auch die Gelegenheit vom Zaun, um nach einem Ihrer früheren Regimentskommandeure zu fragen, dem liebenswürdigen Obersten von Zeuner, den ich noch persönlich gekannt habe.;74924;Oberst von Zeuner
Aber daran ist auch unser guter Fix schuld. Der ist alle Monat mal nach Berlin rüber, und wenn er dann wiederkommt, dann bringt er so was mit, und wiewohl ich's unpassend finde, nehm ich's doch an;191987;Fix
Napoleon war mit zwanzig ein armer Leutnant und an Ansehn noch lange kein Stechlin. Und als er so alt war wie jetzt unser Woldemar, ja, da stand er schon zwischen Marengo und Austerlitz.;450342;Napoleon
Alles dreht sich immer um die.;223885;Melusine
Und wie denkst du dir die Damen? Und wie steht es überhaupt? Ist es die oder ist es die?;223955;Melusine
Wie gefällt Ihnen übrigens der Alte?«;29043;Dubslav
und vielleicht auch Professor Cujacius.;458882;Cujacius
Die kann sich ja die Bilder mit ansehen;725016;Agnes
am Ende macht es ihr selber auch Spaß, und vielleicht kann sie dem kleinen Ding, der Agnes, alles so nebenher erklären, und dann is es so gut wie 'ne Schulstunde.;725074;Agnes
Die kann sich ja die Bilder mit ansehen;725016;Elfriede
am Ende macht es ihr selber auch Spaß, und vielleicht kann sie dem kleinen Ding, der Agnes, alles so nebenher erklären, und dann is es so gut wie 'ne Schulstunde.;725074;Elfriede
Katzler nannte ihn ja während der Sitzung mit einer Art Aplomb.;341429;W. Katzler
Die Leute hier tun immer so, wie wenn du dem alten Kortschädel sittlich überlegen gewesen wärst.;715783;Kortschädel
Ich für meine Person kann's nicht finden und sagte dir gern meine Meinung darüber. ;715880;Kortschädel
Denke gern daran zurück – sind noch einer von den Alten. Und der Pyterke auch. Was macht er denn?;738468;Pyterke
Und wovor haben wir denn unsre Mamsell? Die wird schon was finden.;19056;Mamsell Pritzbur
igentlich ist es doch aber was Großes, sich immer selber helfen zu können. Er wird wohl 'nen Sparren haben, zugegeben, aber Ihrem gepriesenen Lorenzen ist er denn doch um ein gut Stück überlegen. Schon weil er ein Original ist und ein Eulengesicht hat. Eulengesichtsmenschen sind anderen Menschen fast immer überlegen.;137597;Krippenstapel
Ja, du lachst, aber hast du denn die Augen von ihr gesehn? Und hast du ihre Stimme gehört? Und die Stimme, wie du doch weißt, ist die Seele.;525884;Adelheid
"Auch Ghiberti – ich sage immer noch lieber ›Ghiberti‹ als ›mein Mann‹; ›mein Mann‹ ist überhaupt ein furchtbares Wort –, auch Ghiberti also hatte sich für Venedig entschieden. Und so hatten wir denn den großen Apennintunnel zu passieren.";600196;Graf Ghiberti
"Und soviel kann ich dir außer dem sagen, deine Tante Sanctissima drüben in Kloster Wutz, die wird auch schon ungeduldig. Und das sollte dir zu denken geben. Mich hat sie zeitlebens schlecht behandelt; wir stimmten eben nie zusammen und konnten auch nicht, denn so halb Königin Elisabeth, halb Kaffeeschwester, das is 'ne Melange, mit der ich mich nie habe befreunden können. Ihr drittes Wort ist immer ihr Rentmeister Fix, und wäre sie nicht sechsundsiebzig, so erfänd ich mir eine Geschichte dazu.";90253;Adelheid
"Prinzessinnennamen an und für sich, ohne weitere Zutat, ja, die gibt es genug. Aber damit ist Ermyntrud nicht zufrieden; sie verlangt ihrer Natur nach zu dem Dynastisch-Genealogischen auch noch etwas poetisch Märchenhaftes. Und das kompliziert die Sache ganz erheblich. Sie können das sehen, wenn Sie die Katzlersche Kinderstube durchmustern oder sich die Namen der bisher Getauften ins Gedächtnis zurückrufen. Die Katzlersche Kronprinzeß heißt natürlich auch Ermyntrud. Und dann kommen ebenso selbstverständlich Dagmar und Thyra. Und danach begegnen wir einer Inez und einer Maud und zuletzt einer Arabella. Aber bei Arabella können Sie schon deutlich eine gewisse Verlegenheit wahrnehmen. Ich würde ihr, wenn sie sich wegen des Jüngstgeborenen an mich wendete, was Altjüdisches vorschlagen; das ist schließlich immer das Beste. Was meinen Sie zu Rebekka?";366544;E. Katzler
Freund Woldemar hat mir davon erzählt.;85621;Woldemar
Das nehm ich Ihnen übel, daß Sie darüber spotten. Und Armgard wird es noch mehr tun, weil sie gefühlvoller ist als ich.;277652;Armgard
Also für Katzenstein nich.;406659;Katzenstein
Es mögen nun wohl schon zwanzig Jahre sein, da las er eines Tages in der Zeitung von einem Engländer, der historische Türen sammle und neuerdings sogar für eine enorme Summe, ich glaube, es waren tausend Pfund, die Gefängnistür erstanden habe, durch die Ludwig XVI. und dann später Danton und Robespierre zur Guillotinierung abgeführt worden seien. Und diese Notiz machte solchen Eindruck auf unsern liebenswürdigen Stechliner Schloßherrn, daß er auch solche historische Türensammlung anzulegen beschloß. Er ist aber nicht weit damit gekommen und hat sich mit dem Küstriner Schloßfenster begnügen müssen, an dem Kronprinz Friedrich stand, als Katte zur Enthauptung vorübergeführt wurde.;557089;Dubslav
Aber mit einem Male traf ich in einer Ecke, ganz einsam und doch beinah vergnüglich, einen merkwürdigen Urgreis, der wie der alte Gobbo – der in dem Stück von Shakespeare vorkommt – aussah, und als ich mich später bei einem Tischnachbar erkundigte, ›wer denn das sei‹, da hieß es: ›Ach, das ist ja Onkel Manasse.‹ Solche Onkel Manasses gibt es überall, und sie können unter Umständen auch ›Tante Adelheid‹ heißen.;583008;Onkel Manasse
Freut mich aufrichtig. Aber es muß ein Kunststück sein. Er hat ein Gesicht wie 'ne Eule. Dabei so was Steifleinenes und zugleich Selbstbewußtes. Der richtige Lehrer.;341667;Krippenstapel
und in einer Nebenstube sitzen andere und blättern in einem Album mit lauter Berühmtheiten, obenan natürlich der alte Wilhelm und Kaiser Friedrich und Bismarck und Moltke, und ganz gemütlich dazwischen Mazzini und Garibaldi, und Marx und Lassalle, die aber wenigstens tot sind, und daneben Bebel und Liebknecht. Und dann sagt Woldemar: ›Sehen Sie da den Bebel. Mein politischer Gegner, aber ein Mann von Gesinnung und Intelligenz.‹;748577;Bebel
und die Schmargendorf auch;192184;Schmargendorf
Mit Moscheles fing's an. ;654797;Dr. Moscheles
und die Hedwig immer hinter ihm her, wiewohl sie doch beinahe seine Mutter sein könnte.;288513;Hedwig
Und außerdem ist sie grundgescheit.;777140;Melusine
Sponholz hatte bloß immer seine grünen Tropfen;688641;Dr. Sponholz
"Aber meiner Frau will ich diese Geschichte doch lieber nicht erzählen; die kriegt nämlich mitunter Ohnmachten. In Doktorhäusern ist immer was los.";650321;Frau Sponholz
Ja, gnäd'ger Herr, warum soll er nich?;449197;Woldemar
"Hartwigen unten mußt du behalten; er ist eigentlich ein Klugschmus, aber die Frau ist gut.";235501;Frau Hartwig
"Hartwigen unten mußt du behalten; er ist eigentlich ein Klugschmus, aber die Frau ist gut.";235501;Hartwig
Und Stechlin ist nicht der Mann, sich über derlei Dinge graue Haare wachsen zu lassen. Ich glaube, daß ihn was ganz andres geniert. Es ist doch immerhin was, daß er da mit nach England hinüber soll, und einer solchen Auszeichnung entspricht selbstverständlich eine Nichtauszeichnung andrer. Das paßt nicht jedem, und nach dem Bilde, das ich mir von unserm Stechlin mache, gehört er zu diesen. Er ficht nicht gern unter der Devise ›nur über Leichen‹, hat vielmehr umgekehrt den Zug, sich in die zweite Linie zu stellen. Und nun sieht es aus, als wär er ein Streber.;419632;Woldemar
"und sagen Sie's Papa, daß der Herr Rittmeister gekommen. Papa ist nicht gut bei Wege, wieder die neuralgischen Schmerzen; aber wenn er hört, daß Sie da sind, so tut er ein übriges. Sie wissen, Sie sind sein Verzug.";220815;Graf Barby
"und hören wir lieber von
dem
, den ich – ich bin beschämt darüber – in so wenig verbindlicher Weise vergessen konnte, von unserm Wundermann mit der Studentenliebe, von dem Säulenheiligen, der reinen Herzens ist, und vor allem von dem Schöpfer und geistigen Nährvater unsers Freundes Stechlin. Eh bien, was ist es mit ihm? ›An ihren Früchten sollt ihr sie erkennen‹ – das könnt uns beinahe genügen.";310562;Lorenzen
und dann geniert sich mein Imme auch, und die Hälfte bleibt übrig.;290089;Imme
Übrigens sind mehrere bereits tot, und alles in allem ist es wohl möglich, daß sich Ermyntrud über das beständige ›bloß Mädchen‹ allerlei Sorgen und Gedanken macht.;365290;E. Katzler
Der zahlt auch, wenn er kann und wenn er hat. Und wenn er nicht hat und ich sage: ›Herr von Stechlin, ich werde schreiben siebeneinhalb‹, dann feilscht er nicht und dann zwackt er nicht.;13106;Dubslav
Er mußte wohl denselben Tag was gelesen haben, was ihn abtrünnig gemacht hatte. Personen wie Fix sind sehr bestimmbar. Und kurz und gut, er sagte: das mit dem ›Wortlaut‹, das ginge nicht länger mehr, die ›Werte‹ wären jetzt anders, und weil die Werte nicht mehr dieselben wären, müßten auch die Worte sich danach richten und müßten gemodelt werden. ;189856;Fix
Nun ja, Sie, Rex. Sie, der sich Frühgottesdienste leistet. Aber Stechlin...;140951;Woldemar
Engelke, das mit der Agnes, das kann ich nich mehr mit ansehn. Sie sitzt da jeden Morgen und strickt. Das arme Wurm muß ja hier umkommen. Und alles bloß, weil ich alter Sünder ein freundliches Gesicht sehn will. Das geht so nich mehr weiter. Wir müssen sehn, daß wir was für das Kind tun können. Haben wir denn nicht ein Buch mit Bildern drin oder so was?;723726;Agnes
"Das freut mich; da ist er ja so gut wie ein Spezialkamerad von dir.";194273;Rex
Gewiß. Aber, Seele oder nicht, sie kann dir doch nichts tun mit ihrer Stimme und dir auch nicht erscheinen. Und wenn sie trotzdem kommt, nun, so rufst du mich.;526027;Adelheid
"Ja, das kann man sagen; Badestube als Badestube ist ein Fortschritt oder, wie Onkel Hartwig immer sagt, ein Kulturfortschritt. Er hat meistens solche Wörter. ";293618;Hartwig
Was ihn nicht größer macht.;613802;Mendelssohn
Was ihn nicht größer macht.;613802;Niels Gade
und am Brandenburger Tor, mit den großen Kandelabern dazwischen, sah es beinah aus wie ein Bild von Skarbina. Kennen Sie Skarbina?;459512;Skarbina
Und noch mehr die Barbys.;425123;Armgard
Und noch mehr die Barbys.;425123;Melusine
Das hat dich verwöhnt. Sie verwöhnt dich überhaupt.;778211;Melusine
"Aber nun klingle (verzeih, mir wird das Aufstehn so schwer), daß uns Engelke das Frühstück bringt; du kommst à la fortune du pot und mußt fürliebnehmen.";703484;Engelke
"daß Lord Palmerston einmal, unwirsch über die koburgische Nebenpolitik (ich glaube während der Krimkriegtage), sich dahin geäußert hätte: ›Dieser Prince Consort, er täte gut, sich unser Traitors Gate bei Gelegenheit anzusehn. Es ist zwar schon lange, daß Könige da die glibbrige Treppe hinaufgestiegen sind, aber es ist doch noch nicht
so
lange, daß wir uns dessen nicht mehr entsinnen könnten. Und ein Prince Consort ist noch lange nicht ein König.";443579;Lord Palmerston
und erzählte zunächst von Superintendent Koseleger und Pastor Lorenzen;583573;Koseleger
und erzählte zunächst von Superintendent Koseleger und Pastor Lorenzen;583573;Lorenzen
Ein starkes Selbstbewußtsein ist nie gerechtfertigt;484641;Bismarck
Bismarck vielleicht ausgenommen.;484711;Bismarck
Aber dieser Gundermann, für den ich weiter nichts übrig habe, hat doch wenigstens die richtigen Prinzipien.;135248;Herr Gundermann
unser Freund Woldemar, trabt er da nicht hin, wie wenn er dem Glücke nachjagte? Glauben Sie mir, da steckt 'ne Geschichte dahinter. ;140441;Woldemar
Ich habe mit meinem Woldemar, der einen stark liberalen Zug hat (ich kann es nicht loben und mag's nicht tadeln), oft über diese Sache gesprochen. Er war natürlich für Neuzeit, also für Experimente... Nun hat er inzwischen das bessere Teil erwählt, und während wir hier sprechen, ist er schon über Trebbin hinaus;623841;Woldemar
Da kann sich Woldemar freuen und seine Frau auch, die so was ›Unberührtes‹ hat.;715358;Armgard
Da kann sich Woldemar freuen und seine Frau auch, die so was ›Unberührtes‹ hat.;715358;Woldemar
Das ist nämlich unser Lehrer hier, Liebling des alten Herrn und sein Berater in derlei Dingen. Der hat ihm denn auch das gegenwärtige ›Museum‹, das man als Abschlagszahlung auf die ›historischen Türen‹ ansehen kann, zusammengestellt.;557935;Dubslav
Melusine.;210632;Melusine
Aber ich glaube, Herr von Stechlin, Sie dürfen es Krippenstapel nicht anrechnen.;123886;Krippenstapel
Ach, der ewige Nansen. Nansen, der, weil er die diesseits verlorene Hose jenseits in Grönland wiederfand, auf den Gedanken kam: ›Was die Hose kann, kann ich auch.‹ Und daraufhin fuhr er über den Pol. Oder wollte wenigstens.;693971;Nansen
Was sollte denn da das Regiment anfangen, bei dem ein Bruder unsrer guten Schmargendorf steht? Es ist, glaube ich, das hundertfünfundvierzigste.;194893;Schmargendorfs Bruder
Auf den hätt ich beinah geraten;134055;Herr Gundermann
Und das kannst du mir glauben, an solchen Rätselhaftigkeiten liegt sehr viel im Leben, und wenn mir Lorenzen seine Patsche gibt, so ist das ganz was anders, wie wenn mir Koseleger seine Hand gibt. Koseleger hat solche weichen Finger und auf dem vierten einen großen Ring.;735186;Koseleger
"So bei Kindern wohnen ist immer mißlich. Und mein Sohn weiß das auch; er kennt den Geschmack oder meinetwegen auch bloß die Schrullenhaftigkeit seines Vaters, und so hat er mich, was immer das Beste bleibt, in einem Hotel untergebracht.";592569;Woldemar
Da ist zuerst der Derfflinger. Nun, der soll ein Schneider gewesen sein.;430164;Derfflinger
Obenan dieser Frommel, dieser Hofprediger, der mir am Teetisch fast noch besser gefällt als auf der Kanzel. ;414858;Frommel
Aber mit einem Male traf ich in einer Ecke, ganz einsam und doch beinah vergnüglich, einen merkwürdigen Urgreis, der wie der alte Gobbo – der in dem Stück von Shakespeare vorkommt – aussah;583008;Gobbo (Shakespeare)
Aber mit einem Male traf ich in einer Ecke, ganz einsam und doch beinah vergnüglich, einen merkwürdigen Urgreis, der wie der alte Gobbo – der in dem Stück von Shakespeare vorkommt – aussah;583008;Shakespeare
Ich werd ihm dreißig geben.;20492;Brose
Krippenstapel übrigens is jetzt auch so furchtbar gebildet und hat so viele feine Wendungen, wie zum Beispiel die mit der ›gesamten Heilkraft‹. Aber so fein wie du is er doch noch lange nicht, darauf will ich mich verschwören. Und auch darauf, daß er sich keine Birne schält.;734169;Krippenstapel
Da kommt nun mein Woldemar. Das is gut. Und da bringt er seine Braut mit, das is wieder gut.;502954;Woldemar
Er ist doch auf seine Weise nicht übel;484383;Cujacius
An einem starken Selbstbewußtsein, dran er wohl leidet, darf man heutzutage nicht Anstoß nehmen, vorausgesetzt, daß die Tatsachen es einigermaßen rechtfertigen.;484478;Cujacius
Ich hätte nicht gedacht, daß unser Freund Woldemar solchen famosen Alten haben könnte.;29094;Woldemar
Und mein Pastor, den Sie ja gestern abend kennengelernt haben, der behauptet sogar, das sei das Wahre, das sei das, was man Kultur nenne, daß immer weiter nach unten gestiegen würde. Die aristokratische Welt habe abgewirtschaftet, und nun komme die demokratische...;96977;Lorenzen
Was wollen Sie mit Gudin oder gar mit Turner? Wer das Meer malen will, muß nach Holland gehn und die alten Niederländer studieren.;612734;Gudin
Was wollen Sie mit Gudin oder gar mit Turner? Wer das Meer malen will, muß nach Holland gehn und die alten Niederländer studieren.;612734;William Turner
solche Damen, die überall rum in der Welt waren, da weiß man nie, wie der Hase läuft. Es ist möglich, daß sie sich für Krippenstapel interessieren.;505840;Armgard
solche Damen, die überall rum in der Welt waren, da weiß man nie, wie der Hase läuft. Es ist möglich, daß sie sich für Krippenstapel interessieren.;505840;Krippenstapel
solche Damen, die überall rum in der Welt waren, da weiß man nie, wie der Hase läuft. Es ist möglich, daß sie sich für Krippenstapel interessieren.;505840;Melusine
Er wird wohl die Sache noch nicht recht weghaben. Ich meine das, was sie jetzt das Parlamentarische nennen. Das schadt aber nichts und ist eigentlich egal. Wichtiger is, wie sie hier in unserm Ruppiner Winkel, in unserm Rheinsberg-Wutz über ihn denken. Sind sie denn da mit ihm zufrieden?;534282;Torgelow
und dazu dies Kind, diese Elfriede, die hoffentlich nicht Kulicke heißt – sonst bricht freilich mein ganzes Begeisterungsgebäude wieder zusammen.;346061;Elfriede
An ihre Stelle treten Erfinder und Entdecker, und James Watt und Siemens bedeuten uns mehr als du Guesclin und Bayard.;553495;Bayard
An ihre Stelle treten Erfinder und Entdecker, und James Watt und Siemens bedeuten uns mehr als du Guesclin und Bayard.;553495;Guesclin
An ihre Stelle treten Erfinder und Entdecker, und James Watt und Siemens bedeuten uns mehr als du Guesclin und Bayard.;553495;James Watt
An ihre Stelle treten Erfinder und Entdecker, und James Watt und Siemens bedeuten uns mehr als du Guesclin und Bayard.;553495;Siemens
Ich weiß nicht recht, zu welcher Partei er sich hält, er wird aber wohl für Torgelow gestimmt haben.;536816;Torgelow
"wenn ich von ›italienischen Tagen‹ spreche, so meine ich übrigens nie meine Verheiratungstage; während meiner Verheiratungstage hab ich Gott sei Dank so gut wie gar nichts gesehn, kaum meinen Mann, aber freilich immer noch zuviel –";460244;Graf Ghiberti
Da Doktor Wrschowitz nicht da ist, können wir uns ungestraft einem gewissen Maß von Skandinavismus überlassen.;300019;Wrschowitz
Und meine Mutter war eine Radegast.;714985;Adelheids Mutter
wobei Katzler immer ein etwas süßsaures Gesicht macht, aber natürlich nicht widerspricht.;145030;W. Katzler
Dieser Rubens im Original, in seiner Farbenallgewalt. Es heißt immer, daß er nur Flamänderinnen hätte malen können. Nun, das wäre wohl auch noch nicht das schlimmste gewesen. Aber er konnte mehr. Sehen Sie den Christus.;343742;Rubens
richtige Prinzipien! Geschmacklosigkeiten hat er und öde Redensarten. Dreimal hab ich ihn sagen hören: ›Das wäre wieder Wasser auf die Mühlen der Sozialdemokratie.‹ So was sagt kein anständiger Mensch mehr, und jedenfalls setzt er nicht hinzu: ›daß er das Wasser abstellen wolle‹. Das ist ja eine schreckliche Wendung.;135398;Herr Gundermann
Wrschowitz hieß nämlich bis vor zwei Jahren, wo er als Klavierlehrer, aber als ein höherer (denn er hat auch eine Oper komponiert), in unser Haus kam, einfach Niels Wrschowitz, und er ist bloß Doktor geworden, um den Niels auf seiner Visitenkarte loszuwerden.;249936;Wrschowitz
wie schade, daß die Baronin und Papa nicht zugehört haben;471788;Baronin Berchtesgaden
wie schade, daß die Baronin und Papa nicht zugehört haben;471788;Graf Barby
Und Torgelow, wenn er auch vielleicht reden kann, reiten kann er noch lange nicht. Sagen Sie, was macht er denn eigentlich? Ich meine Torgelow. Sind denn unsre kleinen Leute jetzt mehr zufrieden mit ihm?;739408;Torgelow
Allerdings Altlutheraner aus der Globsower Gegend. Indessen so lästig diese Leute zuzeiten sind, so haben sie doch andrerseits den Ernst des Glaubens und finden, wie sie sich in einem Skriptum an mich ausgedrückt haben, in der Krippenstapelschen Lehrmethode diesen Ernst des Glaubens arg vernachlässigt.;657993;Krippenstapel
Armgard und nun gar erst Melusine, ja, da geht es, da redet sich's schon besser, und das wird der Rittmeister wohl auch finden.;222982;Armgard
Armgard und nun gar erst Melusine, ja, da geht es, da redet sich's schon besser, und das wird der Rittmeister wohl auch finden.;222982;Melusine
Ein Buch von Tolstoi. Etwas mit viel Opfer und Entsagung. Anpreisung von Askese.;311960;Tolstoi
Kann ich mir denken, und vielleicht war's auch nich so schlimm. Und dann, Engelke, wenn du meinst, daß sie so gut Bescheid weiß, da wär's am Ende das beste, du gingst mal hin oder schicktest wen.;677692;Buschen
Denn wer waren denn die Verfasser von damals? Talleyrand, den Sie schon genannt haben, und Wilhelm von Humboldt und Friedrich Gentz und ihresgleichen.;96640;Friedrich Gentz
Denn wer waren denn die Verfasser von damals? Talleyrand, den Sie schon genannt haben, und Wilhelm von Humboldt und Friedrich Gentz und ihresgleichen.;96640;Talleyrand
Denn wer waren denn die Verfasser von damals? Talleyrand, den Sie schon genannt haben, und Wilhelm von Humboldt und Friedrich Gentz und ihresgleichen.;96640;Wilhelm von Humboldt
so weist Ihnen mein Krippenstapel nach, daß er das vor dreißig Jahren auch schon mit sich rumgetragen habe.;100211;Krippenstapel
Nun, dieser Gundermann, wie immer die Dummen, ist zugleich Intrigant, und während er vorgibt, für unsern guten alten Stechlin zu werben, tropft er den Leuten Gift ins Ohr und erzählt ihnen, daß der Alte senil sei und keinen Schneid habe. Der alte Stechlin hat aber mehr Schneid als sieben Gundermanns. Gundermann ist ein Bourgeois und ein Parvenu, also so ziemlich das Schlechteste, was einer sein kann. Ich bin schon zufrieden, wenn dieser Jämmerling unterliegt.;350568;Herr Gundermann
Er ist aber nicht weit damit gekommen und hat sich mit dem Küstriner Schloßfenster begnügen müssen, an dem Kronprinz Friedrich stand, als Katte zur Enthauptung vorübergeführt wurde. Doch auch das ist unsicher, ja, die meisten wollen nichts davon wissen. Nur Krippenstapel hält noch daran fest.;557594;Krippenstapel
"und mit Ihrem Freunde Czako haben wir letzten Sonnabend eine Stunde verplaudern können. Wrschowitz war an demselben Abend auch da; beide treffen sich jetzt öfter und vertragen sich besser, als ich bei Beginn der Bekanntschaft dachte.";473717;Czako
Siebzehn. Eine Nichte meiner guten Frau Kulicke.;344996;Elfriede
So was hab ich mir all immer gedacht.;448947;Woldemar
"Nicht fromm also; das ist gut. Aber vielleicht hautaine?";582311;Adelheid
