text;id;Sprecher
Hihi.;169404;Schmargendorf
Ach, Rex, ich bitte Sie;135358;Czako
richtige Prinzipien! Geschmacklosigkeiten hat er und öde Redensarten. Dreimal hab ich ihn sagen hören: ›Das wäre wieder Wasser auf die Mühlen der Sozialdemokratie.‹ So was sagt kein anständiger Mensch mehr, und jedenfalls setzt er nicht hinzu: ›daß er das Wasser abstellen wolle‹. Das ist ja eine schreckliche Wendung.;135398;Czako
"Du sagst das so, Adelheid, als ob du's tadeln wolltest, überhaupt, als ob dir die Damen nicht sonderlich gefallen hätten. Das sollte mir leid tun. Ich bin sehr glücklich über die Partie. Gewiß, sowohl die Gräfin wie die Comtesse sind verwöhnt; das merkt man. Aber ich möchte sagen, je verwöhnter sie sind...";574754;Dubslav
So, Agnes. Das Kind von der Karline?;713116;Adelheid
Und dann hab ich dem Kind auch unsern Dragoner und die Mühle gegeben. Also unsre besten Stücke, soviel ist richtig. Ich denke mir aber, mein Museumsdirektor wird über diesen Eingriff nicht böse sein. Eigentlich is es doch besser, das Kind hat was davon als die Spinnen. Und was macht denn Ihr Oberlehrer in Templin? Hat er wieder was gefunden?;731974;Dubslav
Ja, Leidenschaft. Aber Woldemar und ich...;121683;Lorenzen
Gott, Isidor, ich weiß, du bist fürs Neue. Aber was ist das Neue? Das Neue versammelt sich immer auf unserm Markt, und mal stürmt es uns den Laden und nimmt uns die Hüte, Stück für Stück, und die Reiherfedern und die Straußenfedern. Ich bin fürs Alte und für den guten alten Herrn von Stechlin. Is doch der Vater von seinem Großvater gefallen in der großen Schlacht bei Prag und hat gezahlt mit seinem Leben.;12606;Baruch
Ja, Sponholz, in einer christlichen Ehe...;646720;Dubslav
Ja, Herr Major. Münzenfund.;732320;Krippenstapel
Ich glaube doch, gnäd'ger Herr. Bloß gegen die Gegenkraft kann die Wabe nich an.;752949;Engelke
Ein überwundener Standpunkt. Einige waren da, deren Auftreten auch von uns (ich spreche von den Künstlern meiner Richtung) mit Aufmerksamkeit und selbst mit Achtung verfolgt wurde. So beispielsweise Millais...;478140;Cujacius
Über Malerei zu sprechen steht mir zu.;614020;Cujacius
Nu, lütt Deern, steih upp, is all seben.;711337;Engelke
Ich bin dessen auch nicht sicher. Wahrscheinlich in Wahlangelegenheiten. Er persönlich wird irgendwo hängengeblieben sein, um Stimmen einzufangen. Unser alter braver Kortschädel nämlich, der allgemein beliebt war, ist diesen Sommer gestorben, und da will nun Gundermann, der sich auf den Konservativen hin ausspielt, aber keiner ist, im trüben fischen. Er intrigiert. Ich habe das in einem Gespräch, das ich mit ihm hatte, ziemlich deutlich herausgehört, und Lorenzen hat es mir bestätigt.;134687;Woldemar
Ah, der. Sehr wahr. Ich erinnere mich seines bedeutendsten Bildes, das leider nach Amerika hin verkauft wurde. Wenn ich nicht irre, zu einem enormen Preise.;478352;Woldemar
Was ist das?;437419;Armgard
Ist es denn wahr;394237;v. Kraatz
daß die schöne Lilli nun doch ihren Vetter heiraten wird oder, richtiger, der Vetter die schöne Lilli?;394271;v. Kraatz
Es liegt alles ganz exzeptionell. Übrigens mach ich es kurz mit meinem Besuch, und wenn Sie Schritt reiten, worum ich bitte, so hol ich Sie bei Genshagen noch wieder ein. Von da bis Wutz haben wir kaum noch eine Stunde, und wenn wir's forcieren wollen, keine halbe.;139777;Woldemar
Immer schöner?;462489;Graf Barby
Ich glaube ja, wiewohl es immer noch vorkommt, daß ihn einzelne ganz wie früher Niels nennen, entweder aus Zufall oder auch wohl aus Schändlichkeit. In letzterem Falle sind es immer Kollegen. Denn die Musiker sind die boshaftesten Menschen. Meist denkt man, die Prediger und die Schauspieler seien die schlimmsten. Aber weit gefehlt. Die Musiker sind ihnen über. Und ganz besonders schlimm sind die, die die sogenannte heilige Musik machen.;250231;Graf Barby
Die Kreuzabnahme?;543682;Lorenzen
Ja, Papa. Altere Schwester. Wohl um zehn Jahr älter und auch nur Halbschwester. Und eine Domina.;582050;Armgard
"Und schon der gilt, Frau Gräfin. Nur freilich ist Demut nicht genug; sie schafft nicht, sie fördert nicht nach außen, sie belebt kaum.";546654;Lorenzen
"Du wirst so gut sein, Woldemar, alles in deine Hand zu nehmen. Führe die Herren hinauf. Ich habe unser bescheidenes Klostermahl auf fünf Uhr angeordnet; also noch eine gute halbe Stunde. Bis dahin, meine Herren.";153635;Adelheid
Bravo, Stechlin;264325;Graf Barby
Ich war erst Armgards Meinung. Aber Sie haben recht, wir wissen es nicht. Und soviel weiß ich noch von der Juristerei her, in der ich, wohl oder übel, eine Gastrolle gab, daß man in zweifelhaften Fällen in favorem entscheiden muß. Übrigens geht eben die Klingel. An bester Stelle wird ein Gespräch immer unterbrochen. Es wird Melusine sein. Und sosehr ich gewünscht hätte, sie wäre von Anfang an mit dabeigewesen, wenn sie jetzt so mit einem Male dazwischenfährt, ist selbst Melusine eine Störung.;264365;Graf Barby
Wie glücklich bin ich;432535;Woldemar
Sie allein zu finden! Das klingt freilich sehr selbstisch, aber ich bin doch vielleicht entschuldigt. Wenn Besuch da wäre, nehmen wir beispielsweise Wrschowitz, und ich ließe mich hinreißen, von der Prinzessin von Wales und in natürlicher Konsequenz von ihren zwei Schwestern Dagmar und Thyra zu sprechen, so hätt ich vielleicht wegen Dänenfreundlichkeit heut abend noch ein Duell auszufechten. Was mir doch unbequem wäre. Besser ist besser.;432576;Woldemar
Gott der Gerechte, was meinst du, was du kriegst? Nicht den zehnten Teil.;327283;Baruch
"Ja, Engelke, das is nu mal so; einer frißt den andern auf.‹";560158;Krippenstapel
Wie lange waren Sie denn eigentlich drüben, Herbstfelde?;422140;v. Grumbach
Für alles, was Sie erzählen.;76167;Czako
Wie diese;129844;Czako
Nein, Gräfin, die hat er nun gerade nicht. Er hat genau das, was Sie geneigt sind am wenigsten zu vermuten. Er hat Weltbeziehungen, vornehme, geheimnisvolle Beziehungen, und nur alles Gewöhnliche, wie beispielsweise Steckerlinge, hat er nicht. Steckerlinge fehlen ihm.;267231;Woldemar
Ich wünsche nicht, daß du dich deinen gesellschaftlichen Pflichten entziehst, auch heute nicht, trotz des Ernstes der Stunde. Gesellschaftlichkeiten sind auch Pflichten. Und die Barbyschen Damen – ich erinnere mich der Familie – werden gerade wegen der Trauer, in der wir stehn, in deinem Erscheinen eine besondre Freundlichkeit sehn. Und das ist genau das, was ich wünsche. Denn die Comtesse wird über kurz oder lang unsre nächste Nachbarin sein.;511609;E. Katzler
Ja, das war sie, nur leider zu kurz, so daß ich intimeren Dingen, beispielsweise der englischen Kunst, nicht das richtige Maß von Aufmerksamkeit widmen konnte.;477565;Woldemar
Mehr, mehr. Bah, Freiheit! Was ist Freiheit gegen Liebe!;315659;Melusine
Muß das ein Staunen gewesen sein.;551974;Melusine
Meinst du das ernsthaft?;707265;Adelheid
Ach, Herr Major, das mein ich ja gar nicht. Das Politische... Jott, wenn einer sich ins Politische zweideutig macht, na, dann muß ich ihn anzeigen, das is Dienst. Darum gräm ich mich aber nich. Aber was nich Dienst is, was man so bloß noch nebenbei sieht, das kann einen mitunter leid tun. So bloß als Mensch.;535665;Uncke
Kein Zweifel. Und ich muß nachträglich die Bedenken Ihres Herrn Bruders als irrtümlich anerkennen. Aber wenn ich mich so ausdrücken darf, ein kleidsamer Irrtum... Auf das Wohl Ihres Herrn Bruders!;181035;Rex
Immer die liebenswürdige Frau.;218831;Woldemar
Ja, Papa...;89760;Woldemar
Die beiden Damen;562736;Dubslav
"mögen aber nicht etwa glauben, daß ich mich für berechtigt halte, die freie Wissenschaft hier in meinem Museum in Banden zu schlagen. Grad umgekehrt. Ich kann also nur wiederholen: ›Krippenstapel, Sie haben das Wort.‹ Und nun, bitte, setzen Sie den Damen Ihrerseits auseinander, warum es nach ganz bestimmten Begleiterscheinungen ein Derfflingerscher
nicht
sein kann. Bilderbücher aus der Zeit her hat man nicht, und die großen Gobelins lassen einen im Stich und beweisen gar nichts.";562775;Dubslav
Ich kann da beim besten Willen nicht recht mit, Woldemar Was in unsrer Armee den Ausschlag gibt, ist doch immer die Schneidigkeit.;197475;Adelheid
Stark geschwollen. Und das andre fängt auch an.;634108;Dubslav
Es wird davon abhängen, an wen ich gerade denke.;445281;Woldemar
"Fix ist ein guter Beobachter, auch von Sittenzuständen, und einer ihrer Könige, worüber ich auch schon als Mädchen einen Aufsatz machen mußte, hat fünf Frauen gehabt, meist Hofdamen. Und eine hat er köpfen lassen, und eine hat er wieder nach Hause geschickt. Und war noch dazu eine Deutsche. Und sie sollen auch keinen eigentlichen Adel mehr haben, weil mal ein Krieg war, drin sie sich umschichtig enthaupteten, und als alle weg waren, haben sie gewöhnliche Leute rangezogen und ihnen die alten Namen gegeben, und wenn man denkt, es ist ein Graf, so ist es ein Bäcker oder höchstens ein Bierbrauer. Aber viel Geld sollen sie haben, und ihre Schiffe sollen gut sein und dauerhaft und auch sehr sauber, fast schon wie holländisch; aber in ihrem Glauben sind sie zersplittert und fangen auch schon wieder an katholisch zu werden.";516423;Adelheid
Aber das ist ja grausam. Ist es denn ein guter Mensch?;560029;Melusine
Aber mein Gott, Stechlin, Ihre Worte werden immer rätselhafter. Sie können doch nicht bei jeder Oberförstersfrau, die ›erwartet‹, eine Visite machen wollen. Das wäre denn doch eine Riesenaufgabe, selbst wenn Sie sich auf Ihre Grafschaft hier beschränken wollten.;139512;Czako
Gewiß, Ermyntrud, gewiß.;356947;W. Katzler
Erlauben Sie mir;616358;Graf Barby
"daß ich zunächst mein halb eingewickeltes und halb eingeschientes Elefantenbein auf einen Stuhl strecke; es hat mich all die Zeit über ganz gehörig gezwickt, und namentlich das Stehen vor dem Altar ist mir blutsauer geworden. Bitte, rücken Sie heran. Es ging während unsers kleinen Diners alles so rasch, und ich wette, Sie sind bei dem Kaffee ganz erheblich zu kurz gekommen. Der Moment, wo das Bier herumgereicht wird, ist in den Augen des modernen Menschen immer das wichtigste; da wird dann der Kaffeezeit manches abgeknapst.";616397;Graf Barby
Das Gefühl: ›Zwischen diesen beiden Gegensätzen pendelt die Weltgeschichte.‹ Zunächst freilich scheinen wir da nur den Gegensatz zwischen Katholizismus und Protestantismus zu haben, aber weit darüber hinaus (weil nicht an Ort und Zeit gebunden) haben wir bei tiefer gehender Betrachtung den Gegensatz von Leidenschaft und Berechnung, von Schönheit und Klugheit. Und das ist der Grund, warum das Interesse daran nicht ausstirbt. Es sind große Typen, diese feindlichen Königinnen.;491820;Woldemar
Na, Martin, was macht denn der gnäd'ge Herr?;632744;Dr. Sponholz
Gut. Meinetwegen. Aber Beispiele.;693512;Dubslav
Krippenstapel, weibliche Linie.;173714;Czako
Wie? Was?;663637;Dubslav
"Das hilft nichts, Armgard. In solchen alten Schlössern gibt es immer Tapetentüren. Und was
das
hier angeht";524949;Melusine
"alle Spukgeschichten sind immer gerad in Himmelbetten passiert; ich habe noch nie gehört, daß Gespenster an eine Birkenmaserbettstelle herangetreten wären. Und hast du nicht unten den mistletoe gesehn? Mistelbusch ist auch noch so Überbleibsel aus heidnischer Zeit her, bei den alten Deutschen gewiß und bei den Wenden wohl auch, für den Fall, daß die Stechlins wirkliche Wenden sind. Wenn ich Tante Adelheid ansehe, glaub ich es beinah. Und wie sie von den Hühnern sprach und den Eiern. Alles so wendisch. Ich glaube ja nicht eigentlich an Gespenster, wiewohl ich auch nicht ganz dagegen bin, aber wie dem auch sein möge, wenn ich mir denke, Tante Adelheid erschiene mir hier und brächte mir eine Erdbeere, die die Schnecken schon angeknabbert haben, so wäre das mein Tod.";525092;Melusine
"Nun gut; ich will's Ihnen glauben.";200760;Rex
Nie.;357781;W. Katzler
"Auch
das
noch.";345428;Koseleger
Die Lind;302173;Baronin Berchtesgaden
soll ihrerseits als Kind sehr häßlich gewesen sein.;302223;Baronin Berchtesgaden
"Ich weiß freilich nicht, Hedwig, ob es Ihnen da draußen gefallen wird. Ich hoff es aber. Und Sie werden jedenfalls zweierlei
nicht
haben: keinen Hängeboden und keinen ›Ankratz‹, wie die Leute hier sagen. Oder wenigstens nicht mehr davon, als Ihnen schließlich doch vielleicht lieb ist.";787418;Melusine
Keine Schmeicheleien! Aber die Geschichte will ich Ihnen doch als Andenken mitgeben. Andre schenken sich Photographien, was ich, selbst wenn es hübsche Menschen sind (ein Fall, der übrigens selten zutrifft), immer greulich finde.;76198;Dubslav
Ein Unglück, Herr von Stechlin. Wer mit sich reden läßt, ist nicht stramm, und wer nicht stramm ist, ist schwach. Und Schwäche (die destruktiven Elemente haben dafür eine feine Fühlung), Schwäche ist immer Wasser auf die Mühlen der Sozialdemokratie.;67618;Herr Gundermann
Ich bekenne...;221848;Woldemar
"Das is gewiß der Czako. Sonderbar, die von Alexander reden alle gern. Aber ich bin sehr dafür; Schweigen kleidt nicht jeden. Und dann sollen wir uns ja auch durch die Sprache vom Tier unterscheiden. Also wer am meisten redt, ist der reinste Mensch. Und diesem Czako, dem hab ich es gleich angesehn. Aber der Rex. Du sagst Ministerialassessor. Ist er denn von der frommen Familie?";33609;Dubslav
"Gewiß, Durchlaucht, das Wort ist die Hauptsache. Das Wort ist das Wunder; es läßt uns lachen und weinen, es erhebt uns und demütigt uns, es macht uns krank und macht uns gesund. Ja es gibt uns erst das wahre Leben hier und dort. Und dies letzte höchste Wort, das haben wir in der Bibel. Daher nehm ich's. Und wenn ich manches Wort nicht verstehe, wie wir die Sterne nicht verstehn, so haben wir dafür die Deuter.";667237;Dubslav
"Ja, Herr Graf, wie soll ich darüber denken? Mit Damen weiß man ja nie – vornehm und nicht vornehm, klein und groß, arm und reich, das is all eins. Mit unsrer Lizzi is es gerad ebenso wie mit Gräfin Melusine. Wenn man denkt, es is so, denn is es so, und wenn man denkt, es is so, denn is es wieder so. Wie meine Frau noch lebte, Gott habe sie selig, die sagte auch immer: ›Ja, Jeserich, was du dir bloß denkst; wir sind eben ein Rätsel.‹ Ach Gott, sie war ja man einfach, aber das können Sie mir glauben, Herr Graf, so sind sie alle.";224046;Jeserich
"Gewiß. Und die Frida Brandt, oh, die kenn ich ganz gut; die wurde jetzt gerade vorm Jahr eingesegnet. Und es ist, wie Sie sagen, ein allerliebstes Geschöpf und klug und aufgekratzt, ein bißchen zu sehr. Sie will zu Ostern nach Berlin.";70345;Lorenzen
Und dabei;779516;Woldemar
komm ich von der eiteln Vorstellung nicht los, daß, wenn's da drüben ernstlich anfängt, unser Stechlin mittut, wenn auch bescheiden. Es ist doch eine vornehme Verwandtschaft.;779549;Woldemar
"Ich verheiratete mich, wie Sie wissen, in Florenz und fuhr an demselben Abende noch bis Venedig. Venedig ist in einem Punkte ganz wie Dresden: nämlich erste Station bei Vermählungen. Auch Ghiberti – ich sage immer noch lieber ›Ghiberti‹ als ›mein Mann‹; ›mein Mann‹ ist überhaupt ein furchtbares Wort –, auch Ghiberti also hatte sich für Venedig entschieden. Und so hatten wir denn den großen Apennintunnel zu passieren.";600013;Melusine
Chopin, für den ich eine Vorliebe habe, wie für alle Polen, vorausgesetzt, daß sie Musikanten oder Dichter oder auch Wissenschaftsmenschen sind. Als Politiker kann ich mich mit ihnen nicht befreunden. Aber vielleicht nur deshalb nicht, weil ich Deutscher und sogar Preuße bin.;254553;Graf Barby
Wie schön;774963;Baron Berchtesgaden
und dabei spricht man immer von der Dürftigkeit und Prosa dieser Gegenden.;775003;Baron Berchtesgaden
"Jawohl; ganz deutlich.";105127;Dubslav
In gewissem Sinne, ja. Natürlich ein bißchen anders, weil es sich um etwas Weibliches handelte. ›Stütze der Hausfrau.‹ Und da bändelt sich denn leicht was an. Eben diese ›Stütze der Hausfrau‹ war bis vor kurzem noch Erzieherin, und mit Erzieherinnen, alten und jungen, hat's immer einen Haken, wie mit den Lehrern überhaupt. Es liegt im Beruf. Und der Seminarist steht obenan.;656524;Koseleger
Gewiß. Aber, Seele oder nicht, sie kann dir doch nichts tun mit ihrer Stimme und dir auch nicht erscheinen. Und wenn sie trotzdem kommt, nun, so rufst du mich.;526027;Armgard
Weil Sie gütig sind und jene Heiterkeit haben, die, menschlich angesehn, so ziemlich unser Bestes ist.;359363;Lorenzen
Ja, natürlich scheiterten Sie;607833;Dr. Pusch
das spricht für Sie. Lassen Sie sich sagen und raten, denn ich weiß in diesen Dingen einigermaßen Bescheid. War nämlich drüben, ja ich darf beinah sagen, ich war doppelt drüben, erst drüben in England und dann drüben in Amerika. Da versteht man's. Ja, du lieber Himmel, dies bedruckte Löschpapier! Man lebt davon, und es regiert eigentlich die Welt. Aber, aber... Und dabei, wenn ich recht gehört habe, sprachen Sie von Parteiblatt – furchtbar. Und dann sprachen Sie von Familienjournal – zweimal furchtbar!;607879;Dr. Pusch
Geht nicht.;66698;Herr Gundermann
Richtig, richtig;596671;Dubslav
"das schwebte mir auch vor; ich konnt es bloß nicht gleich finden. Ja, so war er, und so einen kriegen wir nicht wieder. Übrigens sag ich das in aller Reverenz. Denn ich bin kein Frondeur. Fronde mir gräßlich und paßt nicht für uns. Bloß mitunter, da paßt sie doch vielleicht.";596706;Dubslav
"Sie haben sie, Herr von Stechlin, wenn Sie sie haben wollen. Und Sie haben sie nah, wenn auch nicht in Ihrer unmittelbarsten Nähe. Mich persönlich haben diese Worte während schwerer Tage gestützt und aufgerichtet. Ich weiß, er hat Feinde, voran im eignen Lager. Und diese Feinde sprechen von ›schönen Worten‹. Aber soll ich mich einem Heilswort verschließen, weil es sich in Schönheit kleidet? Soll ich eine mich segnende Hand zurückweisen, weil es eine weiche Hand ist? Sie haben Sponholz genannt. Unser Superintendent liegt wohl weit über diesen hinaus, und wenn es nicht eitel und vermessen wäre, würd ich eine gnäd'ge Fügung darin zu sehn glauben, daß er an diese sterile Küste verschlagen werden mußte, gerade mir eine Hilfe zu sein. Aber, was er an mir tat, kann er auch an andern tun. Er hat eben das, was zum Siege führt; wer die Seele hat, hat auch den Leib.";669458;E. Katzler
Wo die weibliche Hand fehlt, fehlt alles.;665191;Dubslav
"Aber Lizzi, du, du bleibst und mußt uns helfen; du hast einen guten Geschmack. Übrigens, ist kein Stehspiegel da?";217159;Melusine
Ah;73775;Dubslav
"ich verstehe. Sie sind einer gewissen Unausreichendheit begegnet und verlangen mindestens mehr Quadrat (von Kubik will ich nicht sprechen). Aber wir von Adel müssen in diesem Punkte doch ziemlich milde sein und ein Auge zudrücken, wenn das das richtige Wort ist. Unser eigenstes Vollblut bewegt sich auch in Extremen und hat einen linken und einen rechten Flügel; der linke nähert sich unsrer geborenen Helfrich. Übrigens unterhaltliche Madam. Und wie beseligt sie war, als sie den Namenszug auf Ihrer Achselklappe glücklich entdeckt und damit den Anmarsch auf die Münzstraße gewonnen hatte. Was es doch alles für Lokalpatriotismen gibt!";73823;Dubslav
Niels Gade? Von Niels Gade spricht man nicht.;613670;Wrschowitz
Heirate heimisch und heirate lutherisch – das hör ich nun schon seit Jahren. Und auch das dritte höre ich immer wieder: ›Geld erniedrigt.‹ Aber das kenn ich. Wenn's nur recht viel ist, kann es schließlich auch eine Chinesin sein. In der Mark ist alles Geldfrage. Geld – weil keins da ist – spricht Person und Sache heilig und, was noch mehr sagen will, beschwichtigt zuletzt auch den Eigensinn einer alten Tante.;321495;Woldemar
Nun?;215980;Armgard
Na, was glaubst du?;223383;Graf Barby
"Ja, Engelke, du sollst mir helfen und machst es bloß noch schlimmer. Wir könnten es mit Katzler versuchen, aber da ist das Kind krank, und vielleicht stirbt es. Und dann haben wir natürlich noch unsern Pastor; nu der ginge, bloß daß er immer so still da sitzt, wie wenn er auf den Heiligen Geist wartet. Und mitunter kommt er; aber noch öfter kommt er nicht. Und solche Herrschaften, die dran gewöhnt sind, daß einer in einem fort was Feines sagt, ja, was sollen die mit unserm Lorenzen? Er ist ein Schweiger.";505108;Dubslav
Kann ich ihnen unter Umständen nicht verdenken. Seien Sie gut, Rex, und lassen Sie Konventikel und Partei mal beiseite. Das Überlieferte, was einem da so vor die Klinge kommt, namentlich wenn Sie sich die Menschen ansehen, wie sie nun mal sind, ist doch sehr reparaturbedürftig, und auf solche Reparatur ist ein Mann wie dieser Lorenzen eben aus. Machen Sie die Probe. Hie Lorenzen, hie Gundermann. Und Ihren guten Glauben in Ehren, aber Sie werden diesen Gundermann doch nicht über den Lorenzen stellen und ihn überhaupt nur ernsthaft nehmen wollen. Und wie dieser Wassermüller aus der Brettschneidebranche, so sind die meisten. Phrase, Phrase. Mitunter auch Geschäft oder noch Schlimmeres.;86126;Czako
Ja, ist es eine Tatsache?;397388;v. Molchow
"Du vergißt
mich
, liebe Tante";157887;Woldemar
Ich bleibe dir noch eine gute Weile. Mein Zug geht, glaub ich, erst um neun. Und bis dahin erzähl ich dir eine Welt und – beichte.;157936;Woldemar
Der gute Rex! Er überschätzt mich. Dissenterstudien. Es genügt mir, wenn ich einen einzigen Quäker sehe.;446503;Woldemar
"Freilich nicht hübsch; das kann ich zugeben. Aber die Stelle selbst ist schön, und Namen bedeuten nichts.";278237;Melusine
Und Sie glauben;623546;Graf Barby
an dieser scharfen Quitzow-Ecke wäre Kaiser Friedrich gescheitert?;623589;Graf Barby
Übrigens... Aber darf ich Ihnen nicht noch von diesem gebackenen Schinken vorlegen...? Übrigens mahnt mich Krippenstapel daran, daß die Feststellung eines Vormittagsprogramms wohl an der Zeit sein dürfte: Krippenstapel ist nämlich der geborene Cicerone dieser Gegenden, und durch Woldemar weiß ich bereits, daß Sie uns die Freude machen wollen, sich um Stechlin und Umgegend ein klein wenig zu kümmern, Dorf, Kirche, Wald, See – um den See natürlich am meisten, denn der ist unsre pièce de résistance. Das andere gibt es woanders auch, aber der See... Lorenzen erklärt ihn außerdem noch für einen richtigen Revolutionär, der gleich mitrumort, wenn irgendwo was los ist. Und es ist auch wirklich so. Mein Pastor aber sollte, beiläufig bemerkt, so was lieber nicht sagen. Das sind so Geistreichigkeiten, die leicht übel vermerkt werden. Ich persönlich laß es laufen. Es gibt nichts, was mir so verhaßt wäre wie Polizeimaßregeln, oder einem Menschen, der gern ein freies Wort spricht, die Kehle zuzuschnüren. Ich rede selber gern, wie mir der Schnabel gewachsen ist.;100349;Dubslav
Strümpfe werden nicht hochgehalten.;717768;Dubslav
Guten Tag, Pastor. Nun, das ist recht. Ich dachte schon, Woldemar würde von Ihnen annektiert werden.;121099;Dubslav
"Egal. Lassen Sie's, wie's ist. Solche verwechselte Schillerstelle tut einem immer wohl. Übrigens können Sie mich in meinem Coupé begleiten; vom Kronprinzenufer aus haben Sie knapp noch halben Weg bis in Ihre Kaserne.";431461;Woldemar
Nu, natürlich. So tief stehen sie doch nicht.;399246;v. Molchow
"Ich will das nicht loben; aber auch solche ›falsche Wissenschaftlichkeit‹ zählt, dächt ich, in unserer alten Grafschaft zu den allerseltensten Ausnahmen.";657677;Dubslav
Morgen wird ein Brief dasein. Schließen wir also Frieden, und steigen wir, wenn dir's paßt, nach Anacapri hinauf. Oder wenn du nicht steigen magst, bleiben wir, wo wir sind, und suchen uns hier eine gute Aussichtsstelle.;778495;Woldemar
Ja, ja, den Zustand kenn ich.;35228;Dubslav
Welche liebenswürdige Schwester Sie haben.;493233;Woldemar
Nun, das ist auch gut. Mecklenburg, wie mir die Berchtesgadens erst neulich versichert haben, hat auch seine Romantik.;258411;Armgard
Ach, die Geschichte von der kleinen Stubbe. Ja, hören Sie, Rex, das regt Sie aber auch auf. Und wenn man nicht schlafen kann, ist es am Ende gleich, ob wegen der Ratten oder wegen der Stubbe.;87616;Czako
Und doch;607400;Szilagy
doch sind diese schmerzlichen Gefühle nichts gegen das, was voraufgegangen. Ich unterhielt nämlich vor Erscheinen des Buches selbst die Hoffnung in mir, einige dieser kleinen Arbeiten in einem Parteiblatt und, als dies mißlang, in einem Familienjournal unterbringen zu können. Aber ich scheiterte...;607531;Szilagy
Gewiß nicht. Und Sie sagten, Frau Gräfin, Sie hätten sie noch persönlich gekannt?;301489;Woldemar
Da konntet ihr auch was Besseres tun.;265496;Melusine
"Adelheid, du regst dich auf. Und ich frage mich, warum. Du bist ein bißchen gegen die Buschen – nun gut, gegen die Buschen kann man sein; und du bist ein bißchen gegen die Karline – nun gut, gegen die Karline kann man auch sein. Aber ich sehe dir's an, das Eigentliche, was dich aufregt, das ist nicht die Buschen und ist auch nicht die Karline, das sind bloß die roten Strümpfe. Warum bist du so sehr gegen die roten Strümpfe?";716019;Dubslav
"Vielleicht. Aber, so dir's recht ist, darüber erst später einmal, nicht heute; für solche Geständnisse sind wir doch eigentlich noch nicht lange genug verheiratet. Wir sind ja noch in den Flitterwochen.";778265;Armgard
Is ein schöner Tag heut;688396;Dubslav
"und die Krokusse kommen auch schon raus. Eigentlich hab ich nich geglaubt, daß ich so was Hübsches noch mal sehn würde. Und wenn ich dann denke, daß ich das alles der Buschen verdanke! Merkwürdige Welt! Sponholz hatte bloß immer seine grünen Tropfen, und Moscheles hatte nichts als seinen ewigen Torgelow, und nu kommt die Buschen, und mit einem Mal is es besser. Ja, wirklich merkwürdig. Und nu krieg ich auch noch, wenn auch bloß leihweise, solchen hübschen Brief von einer hübschen jungen Frau. Noch dazu Schwiegertochter. Ja, Engelke, so geht's; nich zu glauben. Und da hättest du vorhin den Buchfinken sehen sollen, wie mich der ansah. Bloß als du kamst, da flog er weg; er muß sich vor dir gegrault haben.";688438;Dubslav
"Aber, Kind, wie kannst du nur so was sagen? Wie kann einer
zu
anständig sein?";290629;Frau Imme
Lorenzen, Sie sitzen wieder auf Ihrem Steckenpferd. Aber ich selber bin freilich schuld. Warum kam ich auf Bennigsen! Da war das Thema gegeben, und Ihr Ritt ins Bebelsche (denn weitab davon sind Sie nicht) konnte beginnen. Aber daß Sie's wissen, ich hab auch mein Steckenpferd, und das heißt: König und Kronprinz oder alte Zeit und neue Zeit. Und darüber hab ich seit lange mit Ihnen sprechen wollen, nicht akademisch, sondern märkisch-praktisch, so recht mit Rücksicht auf meine nächste Zukunft. Denn es heißt nachgrade bei mir: ›Was du tun willst, tue bald.‹;744789;Dubslav
Auch so wie hier?;26706;Czako
Ich glaube;584873;Armgard
du legst zuviel Gewicht auf das, was du das Ästhetische nennst. Und Woldemar tut es leider auch. Er läßt auf seine Mark Brandenburg sonst nichts kommen, aber in diesem Punkte spricht er beinah so wie du. Wohin er blickt, überall vermißt er das Schönheitliche. Das wenige, was danach aussieht, so klagt er beständig, sei bloß Nachahmung. Aus eignem Trieb heraus würde hier nichts der Art geboren.;584902;Armgard
"Nein, Calderon ist es nicht; es deckt sich da manches, auch schon rein landkartlich, nicht mit
dem
, um den sich's hier handelt. Und ist überhaupt kein alter Dichter, sondern ein neuer. Und heißt Joao de Deus.";312656;Woldemar
Das klingt ja fast wie 'ne Geschichte.;249721;Woldemar
Ja, Jeserich, du willst nicht raus mit der Sprache. Das hilft dir aber nichts. Wie denkst du dir die Sache?;223426;Graf Barby
Nein, Czako, von ›mankierender Gegenliebe‹, wie Sie sich auszudrücken belieben, kann keine Rede sein. Die Schwierigkeiten liegen in was anderm. Es sind da nämlich, wie ich mir schon anzudeuten erlaubte, zwei Comtessen im Hause. Nun, die jüngere wird es wohl werden, schon weil sie eben die jüngere ist. Aber so ganz sicher ist es doch keineswegs. Denn auch die ältere, wiewohl schon über dreißig, ist sehr reizend und zum Überfluß auch noch Witwe – das heißt eigentlich nicht Witwe, sondern richtiger eine gleich nach der Ehe geschiedene Frau. Sie war nur ein halbes Jahr verheiratet oder vielleicht auch nicht verheiratet.;207350;Rex
